code,name,section,date,open,high,low,close,vol,value,n_stock,agg_price,foreign_rate,agency_buy,agency_netbuy
A005930,samsung,KOSPI,20070201,11120,11420,10800,11360,2167845,24224000000,62732000,712635000000,15.289999961853027,606205,1681385
A005930,samsung,KOSPI,20070202,11500,11980,11360,11800,2362680,27686000000,62732000,740237000000,15.430000305175781,247440,1928825
A005930,samsung,KOSPI,20070205,11800,12020,11640,12000,1590090,18920000000,62732000,752784000000,15.430000305175781,292125,2220950
A005930,samsung,KOSPI,20070206,11900,12080,11760,11860,1115130,13255000000,62732000,744001000000,15.3100004196167,227900,2448850
A005930,samsung,KOSPI,20070207,11860,12380,11680,12340,1904000,23053000000,62732000,774112000000,15.399999618530273,193470,2642320
A005930,samsung,KOSPI,20070208,12240,12560,12140,12300,2261310,28002000000,62793000,772353000000,15.779999732971191,132375,2774695
A005930,samsung,KOSPI,20070209,12500,13020,12440,12920,2961520,37993000000,62793000,811285000000,16.770000457763672,67110,2841805
A005930,samsung,KOSPI,20070212,12800,13060,12720,13060,1428900,18507000000,62793000,820076000000,17.059999465942383,66685,2908490
A005930,samsung,KOSPI,20070213,13060,13200,12700,12800,1815040,23521000000,62793000,803750000000,17.56999969482422,38495,2946985
A005930,samsung,KOSPI,20070214,12940,13040,12740,12980,1215345,15695000000,62793000,815053000000,17.6299991607666,88170,3035155
A005930,samsung,KOSPI,20070215,13140,13160,12560,12560,1244855,15979000000,62793000,788680000000,17.450000762939453,21970,3057125
A005930,samsung,KOSPI,20070216,12600,12900,12500,12680,1052985,13295000000,62793000,796215000000,17.510000228881836,-9375,3047750
A005930,samsung,KOSPI,20070220,12600,12680,12420,12460,687565,8609000000,62793000,782400000000,17.3700008392334,100840,3148590
A005930,samsung,KOSPI,20070221,12460,12680,12360,12660,1001840,12566000000,62793000,794959000000,17.489999771118164,10475,3159065
A005930,samsung,KOSPI,20070222,12580,13240,12540,12960,1282235,16593000000,62793000,813797000000,17.489999771118164,-67545,3091520
A005930,samsung,KOSPI,20070223,12960,13000,12520,12840,812995,10347000000,62793000,806262000000,17.510000228881836,-14095,3077425
A005930,samsung,KOSPI,20070226,12840,13380,12720,13180,1186205,15630000000,62793000,827611000000,17.510000228881836,94625,3172050
A005930,samsung,KOSPI,20070227,13340,13600,13200,13400,1077710,14461000000,62793000,841426000000,17.780000686645508,162135,3334185
A005930,samsung,KOSPI,20070228,12720,13120,12720,13060,1020060,13225000000,62793000,820076000000,17.950000762939453,-64895,3269290
A005930,samsung,KOSPI,20070302,12860,13180,12840,12900,686595,8934000000,62793000,810029000000,18.020000457763672,8675,3277965
A005930,samsung,KOSPI,20070305,12780,12880,12100,12100,970250,12079000000,62793000,759795000000,18.040000915527344,-206020,3071945
A005930,samsung,KOSPI,20070306,12180,12600,12120,12420,786590,9726000000,62793000,779889000000,18.219999313354492,-111545,2960400
A005930,samsung,KOSPI,20070307,12660,13120,12620,13060,1308190,16833000000,62793000,820076000000,18.3700008392334,131515,3091915
A005930,samsung,KOSPI,20070308,13000,13200,12900,13100,683890,8947000000,62793000,822588000000,18.43000030517578,-38175,3053740
A005930,samsung,KOSPI,20070309,13260,13500,13040,13100,907865,12042000000,62793000,822588000000,18.520000457763672,-33675,3020065
A005930,samsung,KOSPI,20070312,13300,13320,12980,13100,787485,10325000000,63092000,826505000000,18.270000457763672,-101345,2918720
A005930,samsung,KOSPI,20070313,13160,13360,13020,13200,711205,9384000000,63092000,832814000000,18.420000076293945,34850,2953570
A005930,samsung,KOSPI,20070314,12900,12960,12580,12600,993100,12619000000,63092000,794959000000,18.059999465942383,-46540,2907030
A005930,samsung,KOSPI,20070315,12800,12900,12620,12620,910140,11591000000,63092000,796221000000,18.049999237060547,-186595,2720435
A005930,samsung,KOSPI,20070316,12660,12760,12460,12600,909140,11443000000,63092000,794959000000,17.969999313354492,-60155,2660280
A005930,samsung,KOSPI,20070319,12500,12720,12400,12500,1008370,12664000000,63092000,788650000000,17.959999084472656,-180495,2479785
A005930,samsung,KOSPI,20070320,12780,12900,12560,12560,1061685,13506000000,63092000,792435000000,17.90999984741211,-64340,2415445
A005930,samsung,KOSPI,20070321,12560,12640,12200,12420,1324510,16387000000,63092000,783602000000,18.149999618530273,-37745,2377700
A005930,samsung,KOSPI,20070322,12640,12660,12380,12460,1269715,15843000000,63092000,786126000000,18.280000686645508,57765,2435465
A005930,samsung,KOSPI,20070323,12540,12660,12340,12360,766985,9542000000,63092000,779817000000,18.25,-100635,2334830
A005930,samsung,KOSPI,20070326,12240,12440,12200,12260,798135,9796000000,63092000,773507000000,18.280000686645508,-83620,2251210
A005930,samsung,KOSPI,20070327,12280,12440,12260,12300,721870,8902000000,63092000,776031000000,18.25,-74215,2176995
A005930,samsung,KOSPI,20070328,12200,12620,12140,12200,1458235,18029000000,63092000,769722000000,18.18000030517578,-241650,1935345
A005930,samsung,KOSPI,20070329,12320,12620,12260,12620,935105,11624000000,63092000,796221000000,18.31999969482422,122880,2058225
A005930,samsung,KOSPI,20070330,12600,12860,12440,12600,1114140,14095000000,63092000,794959000000,18.440000534057617,19520,2077745
A005930,samsung,KOSPI,20070402,12540,12700,12480,12600,518375,6521000000,63092000,794959000000,18.479999542236328,50100,2127845
A005930,samsung,KOSPI,20070403,12680,12700,12400,12580,738140,9249000000,63092000,793697000000,18.549999237060547,-15560,2112285
A005930,samsung,KOSPI,20070404,12780,12880,12600,12800,1076280,13728000000,63092000,807577000000,18.719999313354492,69395,2181680
A005930,samsung,KOSPI,20070405,13040,13040,12760,12820,934210,12059000000,63092000,808839000000,18.81999969482422,-40525,2141155
A005930,samsung,KOSPI,20070406,12940,12980,12660,12660,715365,9136000000,63180000,799858000000,18.639999389648438,-153010,1988145
A005930,samsung,KOSPI,20070409,12680,12760,12500,12520,839240,10569000000,63180000,791013000000,18.65999984741211,-127410,1860735
A005930,samsung,KOSPI,20070410,12460,12700,12340,12380,976595,12162000000,63180000,782168000000,18.639999389648438,-203125,1657610
A005930,samsung,KOSPI,20070411,12400,12560,12280,12320,1134575,14050000000,63180000,778377000000,18.3799991607666,-219265,1438345
A005930,samsung,KOSPI,20070412,12360,12460,12220,12420,1063615,13084000000,63180000,784695000000,18.18000030517578,-143170,1295175
A005930,samsung,KOSPI,20070413,12400,12480,12200,12200,1180570,14496000000,63180000,770796000000,17.81999969482422,-101655,1193520
A005930,samsung,KOSPI,20070416,12260,12460,12160,12220,1604930,19662000000,63180000,772059000000,17.540000915527344,-331930,861590
A005930,samsung,KOSPI,20070417,12340,12420,11920,12040,2321465,28343000000,63180000,760687000000,16.770000457763672,135800,997390
A005930,samsung,KOSPI,20070418,12120,12420,12100,12220,2027925,24814000000,63180000,772059000000,16.739999771118164,310800,1308190
A005930,samsung,KOSPI,20070419,12320,12320,12020,12040,1106715,13386000000,63180000,760687000000,16.739999771118164,-56365,1251825
A005930,samsung,KOSPI,20070420,12080,12140,11940,12020,888715,10675000000,63180000,759423000000,16.829999923706055,-98625,1153200
A005930,samsung,KOSPI,20070423,12140,12280,12100,12140,1001175,12198000000,63180000,767005000000,16.809999465942383,65820,1219020
A005930,samsung,KOSPI,20070424,12100,12460,11940,12440,1425355,17416000000,63180000,785959000000,16.799999237060547,171035,1390055
A005930,samsung,KOSPI,20070425,12540,12640,12280,12580,1634380,20428000000,63180000,794804000000,16.75,393480,1783535
A005930,samsung,KOSPI,20070426,12720,12800,12420,12540,1511860,19044000000,63180000,792277000000,16.329999923706055,394845,2178380
A005930,samsung,KOSPI,20070427,12540,13280,12440,13040,3902940,50649000000,63180000,823867000000,16.420000076293945,845755,3024135
A005930,samsung,KOSPI,20070430,13160,13900,12900,13900,3481660,46987000000,63180000,878202000000,16.860000610351562,530055,3554190
A005930,samsung,KOSPI,20070502,14000,14060,13120,13540,3379465,45666000000,63180000,855457000000,16.84000015258789,117110,3671300
A005930,samsung,KOSPI,20070503,13640,13740,13360,13600,1336900,18051000000,63180000,859248000000,17.270000457763672,-233795,3437505
A005930,samsung,KOSPI,20070504,13660,13800,13460,13500,1493340,20379000000,63180000,852930000000,17.510000228881836,229540,3667045
A005930,samsung,KOSPI,20070507,13700,14060,13680,14000,2757055,38409000000,63180000,884520000000,18.6299991607666,40715,3707760
A005930,samsung,KOSPI,20070508,14100,14140,13640,14100,1640305,22819000000,63180000,890838000000,19.899999618530273,-83750,3624010
A005930,samsung,KOSPI,20070509,14120,14420,13940,14060,1758635,24864000000,63180000,888310000000,20.09000015258789,409110,4033120
A005930,samsung,KOSPI,20070510,14160,14660,14060,14640,1962990,28295000000,63393000,928073000000,20.90999984741211,240920,4274040
A005930,samsung,KOSPI,20070511,14400,15260,14400,15100,1398940,20864000000,63393000,957234000000,21.1299991607666,194070,4468110
A005930,samsung,KOSPI,20070514,15340,15340,14440,14660,1063480,15790000000,63393000,929341000000,21.06999969482422,-102195,4365915
A005930,samsung,KOSPI,20070515,14620,14640,13720,13720,1492845,21026000000,63393000,869751000000,20.90999984741211,49685,4415600
A005930,samsung,KOSPI,20070516,13720,14200,13600,14060,899160,12521000000,63393000,891305000000,20.90999984741211,-43330,4372270
A005930,samsung,KOSPI,20070517,13800,14000,13520,13700,1762775,24243000000,63393000,868484000000,20.760000228881836,-191960,4180310
A005930,samsung,KOSPI,20070518,13700,13880,13240,13400,1455505,19563000000,63393000,849466000000,20.979999542236328,-258505,3921805
A005930,samsung,KOSPI,20070521,13600,14060,13520,14000,1484125,20510000000,63393000,887502000000,21.25,-193930,3727875
A005930,samsung,KOSPI,20070522,14160,14340,13780,14200,1395210,19642000000,63393000,900180000000,21.219999313354492,178030,3905905
A005930,samsung,KOSPI,20070523,14240,14600,14240,14340,924080,13364000000,63393000,909055000000,21.170000076293945,311120,4217025
A005930,samsung,KOSPI,20070525,14400,14400,13880,14300,738240,10408000000,63393000,906519000000,21.200000762939453,95730,4312755
A005930,samsung,KOSPI,20070528,14900,14980,14460,14560,927670,13687000000,63393000,923002000000,21.15999984741211,-99335,4213420
A005930,samsung,KOSPI,20070529,14620,14840,14200,14280,1024620,14747000000,63393000,905252000000,21.170000076293945,-146535,4066885
A005930,samsung,KOSPI,20070530,14460,14540,13920,14380,1178780,16876000000,63393000,911591000000,21.059999465942383,156090,4222975
A005930,samsung,KOSPI,20070531,14620,14740,14180,14580,1013120,14690000000,63393000,924269000000,21.040000915527344,293040,4516015
A005930,samsung,KOSPI,20070601,14620,14820,14100,14100,905765,13125000000,63393000,893841000000,21.059999465942383,-41535,4474480
A005930,samsung,KOSPI,20070604,14340,14620,14140,14520,1004700,14482000000,63393000,920466000000,21.09000015258789,48760,4523240
A005930,samsung,KOSPI,20070605,14440,14540,14260,14460,660175,9483000000,63393000,916662000000,21.06999969482422,154420,4677660
A005930,samsung,KOSPI,20070607,14220,14700,14200,14700,654430,9506000000,63393000,931877000000,21.09000015258789,89820,4767480
A005930,samsung,KOSPI,20070608,14740,15640,14480,15400,1889110,28537000000,63668000,980487000000,20.959999084472656,371870,5139350
A005930,samsung,KOSPI,20070611,15600,15660,14780,14860,770720,11717000000,63668000,946106000000,20.899999618530273,-11115,5128235
A005930,samsung,KOSPI,20070612,15140,15140,14540,14580,572060,8429000000,63668000,928279000000,20.8799991607666,-80090,5048145
A005930,samsung,KOSPI,20070613,14640,14980,14500,14600,686875,10115000000,63668000,929552000000,20.829999923706055,56135,5104280
A005930,samsung,KOSPI,20070614,14740,14860,14540,14800,722030,10620000000,63668000,942286000000,20.90999984741211,-111895,4992385
A005930,samsung,KOSPI,20070615,14980,15540,14960,15460,1185225,18179000000,63668000,984307000000,21.25,28655,5021040
A005930,samsung,KOSPI,20070618,15620,15640,15380,15480,814760,12620000000,63668000,985580000000,21.5,33935,5054975
A005930,samsung,KOSPI,20070619,15480,15600,15000,15580,1067825,16359000000,63668000,991947000000,21.709999084472656,56060,5111035
A005930,samsung,KOSPI,20070620,15700,16540,15400,15900,2010425,32347000000,63668000,1012321000000,21.739999771118164,32265,5143300
A005930,samsung,KOSPI,20070621,15820,16140,15600,16020,756060,12016000000,63668000,1019961000000,21.8799991607666,-84765,5058535
A005930,samsung,KOSPI,20070622,16040,16200,15760,15900,579825,9219000000,63668000,1012321000000,22.0,37310,5095845
A005930,samsung,KOSPI,20070625,15620,15760,15440,15700,564040,8784000000,63668000,999587000000,22.06999969482422,-103080,4992765
A005930,samsung,KOSPI,20070626,15760,15940,15200,15340,347545,5357000000,63668000,976667000000,22.1200008392334,-64145,4928620
A005930,samsung,KOSPI,20070627,15240,15500,14600,14920,451765,6785000000,63668000,949926000000,22.079999923706055,-89185,4839435
A005930,samsung,KOSPI,20070628,15040,15640,14640,15580,716895,10832000000,63668000,991947000000,21.950000762939453,-30220,4809215
A005930,samsung,KOSPI,20070629,15200,15700,14920,15380,747875,11338000000,63668000,979213000000,22.1200008392334,131825,4941040
A005930,samsung,KOSPI,20070702,15360,15360,15020,15200,254125,3859000000,63668000,967753000000,22.149999618530273,-26910,4914130
A005930,samsung,KOSPI,20070703,15400,15720,15300,15440,624160,9665000000,63668000,983033000000,22.479999542236328,-212755,4701375
A005930,samsung,KOSPI,20070704,15700,15960,15580,15740,587135,9254000000,63668000,1002134000000,22.889999389648438,-79175,4622200
A005930,samsung,KOSPI,20070705,15640,15700,15400,15400,452310,7024000000,63668000,980487000000,22.920000076293945,20060,4642260
A005930,samsung,KOSPI,20070706,15500,15740,15120,15120,881295,13438000000,64033000,968178000000,22.290000915527344,110905,4753165
A005930,samsung,KOSPI,20070709,15200,15300,14860,14880,655960,9858000000,64033000,952811000000,22.420000076293945,-279165,4474000
A005930,samsung,KOSPI,20070710,15100,15200,14680,14840,503345,7502000000,64033000,950249000000,22.440000534057617,-258450,4215550
A005930,samsung,KOSPI,20070711,14740,14940,14640,14760,407860,6031000000,64033000,945127000000,22.450000762939453,-131045,4084505
A005930,samsung,KOSPI,20070712,14960,14960,14680,14680,659495,9742000000,64033000,940004000000,22.139999389648438,-40050,4044455
A005930,samsung,KOSPI,20070713,14840,14900,14480,14480,870610,12758000000,64033000,927197000000,22.040000915527344,-151300,3893155
A005930,samsung,KOSPI,20070716,14540,14860,14540,14740,787340,11603000000,64033000,943846000000,22.079999923706055,-302200,3590955
A005930,samsung,KOSPI,20070718,14840,14840,14500,14500,385745,5639000000,64033000,928478000000,21.920000076293945,-31230,3559725
A005930,samsung,KOSPI,20070719,14500,14940,14500,14940,576130,8536000000,64033000,956653000000,21.899999618530273,193375,3753100
A005930,samsung,KOSPI,20070720,14920,15060,14720,15060,504470,7538000000,64033000,964336000000,21.920000076293945,19850,3772950
A005930,samsung,KOSPI,20070723,14940,14940,14620,14620,340805,5021000000,64033000,936162000000,21.850000381469727,-77390,3695560
A005930,samsung,KOSPI,20070724,14720,14720,14140,14300,621015,8878000000,64033000,915671000000,21.770000457763672,-169495,3526065
A005930,samsung,KOSPI,20070725,14080,14440,14060,14400,287990,4114000000,64033000,922075000000,21.760000228881836,4360,3530425
A005930,samsung,KOSPI,20070726,14400,14760,14400,14540,434665,6361000000,64033000,931039000000,21.709999084472656,41080,3571505
A005930,samsung,KOSPI,20070727,14240,14340,13640,13800,412825,5789000000,64033000,883655000000,21.579999923706055,7980,3579485
A005930,samsung,KOSPI,20070730,13700,14060,13620,14060,515620,7144000000,64033000,900303000000,21.350000381469727,229315,3808800
A005930,samsung,KOSPI,20070731,14220,14240,13860,14040,501335,7007000000,64033000,899023000000,20.950000762939453,29025,3837825
A005930,samsung,KOSPI,20070801,13860,14060,13660,13660,586280,8092000000,64033000,874690000000,21.299999237060547,-33885,3803940
A005930,samsung,KOSPI,20070802,13940,14300,13760,14180,502335,7050000000,64033000,907987000000,21.350000381469727,92300,3896240
A005930,samsung,KOSPI,20070803,14100,14340,13800,14060,470895,6573000000,64033000,900303000000,21.200000762939453,-165805,3730435
A005930,samsung,KOSPI,20070806,13660,14060,13660,13940,274060,3825000000,64095000,893484000000,21.3700008392334,-35765,3694670
A005930,samsung,KOSPI,20070807,14180,14180,13800,13800,235080,3283000000,64095000,884511000000,21.360000610351562,-20680,3673990
A005930,samsung,KOSPI,20070808,14000,14260,13860,14200,327820,4623000000,64095000,910149000000,21.389999389648438,-19110,3654880
A005930,samsung,KOSPI,20070809,14260,14480,14060,14220,240130,3424000000,64095000,911430000000,21.420000076293945,-10145,3644735
A005930,samsung,KOSPI,20070810,13860,14000,13500,13520,437975,5995000000,64095000,866564000000,21.479999542236328,-129715,3515020
A005930,samsung,KOSPI,20070813,13520,13660,13200,13280,300650,4025000000,64095000,851181000000,21.579999923706055,-74790,3440230
A005930,samsung,KOSPI,20070814,13380,13500,12860,12860,295920,3885000000,64095000,824261000000,21.6299991607666,-39955,3400275
A005930,samsung,KOSPI,20070816,11800,12480,11380,11380,599610,7061000000,64095000,729401000000,21.969999313354492,-26175,3374100
A005930,samsung,KOSPI,20070817,11700,12060,11440,11520,577415,6793000000,64095000,738374000000,22.25,-23630,3350470
A005930,samsung,KOSPI,20070820,12020,12300,11900,12100,614275,7420000000,64095000,775549000000,21.989999771118164,27770,3378240
A005930,samsung,KOSPI,20070821,12100,12200,11960,12040,310250,3737000000,64095000,771703000000,21.90999984741211,38305,3416545
A005930,samsung,KOSPI,20070822,12080,12380,11920,12040,639295,7765000000,64095000,771703000000,21.799999237060547,-77525,3339020
A005930,samsung,KOSPI,20070823,12280,12800,12280,12560,736695,9234000000,64095000,805033000000,21.760000228881836,126990,3466010
A005930,samsung,KOSPI,20070824,12540,12920,12400,12600,565605,7199000000,64095000,807597000000,21.780000686645508,-26435,3439575
A005930,samsung,KOSPI,20070827,13000,13000,12760,12800,206720,2656000000,64095000,820416000000,21.889999389648438,-3090,3436485
A005930,samsung,KOSPI,20070828,12800,12940,12500,12840,203130,2597000000,64095000,822979000000,21.920000076293945,-28195,3408290
A005930,samsung,KOSPI,20070829,12300,12860,12240,12840,200845,2541000000,64095000,822979000000,22.0,-12675,3395615
A005930,samsung,KOSPI,20070830,13120,13160,12800,12800,204975,2659000000,64095000,820416000000,22.040000915527344,-9925,3385690
A005930,samsung,KOSPI,20070831,12980,13340,12820,13340,268580,3520000000,64095000,855027000000,22.1200008392334,6085,3391775
A005930,samsung,KOSPI,20070903,13340,13600,13100,13200,316395,4204000000,64095000,846054000000,22.170000076293945,-79460,3312315
A005930,samsung,KOSPI,20070904,13340,13480,13000,13080,279395,3685000000,64095000,838362000000,22.190000534057617,-81655,3230660
A005930,samsung,KOSPI,20070905,13260,13280,12740,12780,368570,4762000000,64095000,819134000000,22.18000030517578,-90160,3140500
A005930,samsung,KOSPI,20070906,12620,12760,12420,12580,297490,3732000000,64095000,806315000000,22.190000534057617,-79635,3060865
A005930,samsung,KOSPI,20070907,12660,12720,12300,12400,276800,3451000000,64204000,796129000000,22.170000076293945,-62080,2998785
A005930,samsung,KOSPI,20070910,12020,12220,11820,12000,518485,6200000000,64204000,770448000000,21.959999084472656,-37210,2961575
A005930,samsung,KOSPI,20070911,11980,12100,11860,12020,592035,7094000000,64204000,771732000000,22.030000686645508,-171890,2789685
A005930,samsung,KOSPI,20070912,12180,12760,12180,12660,1181760,14811000000,64204000,812822000000,22.290000915527344,145755,2935440
A005930,samsung,KOSPI,20070913,12720,13160,12640,13160,937515,12162000000,64204000,844924000000,22.559999465942383,90210,3025650
A005930,samsung,KOSPI,20070914,13300,13320,13040,13260,674120,8898000000,64204000,851345000000,22.65999984741211,166330,3191980
A005930,samsung,KOSPI,20070917,13200,13260,12860,13140,396815,5167000000,64204000,843640000000,22.639999389648438,-29030,3162950
A005930,samsung,KOSPI,20070918,13000,13260,12380,12380,445545,5658000000,64204000,794845000000,22.6200008392334,-157050,3005900
A005930,samsung,KOSPI,20070919,12800,13740,12740,13560,1152180,15234000000,64204000,870606000000,22.889999389648438,23950,3029850
A005930,samsung,KOSPI,20070920,13560,14240,13300,14200,1648345,22875000000,64204000,911696000000,22.979999542236328,598560,3628410
A005930,samsung,KOSPI,20070921,14200,14740,14060,14560,1295450,18649000000,64204000,934810000000,23.719999313354492,22900,3651310
A005930,samsung,KOSPI,20070927,14500,15000,14120,14400,1045455,15092000000,64204000,924537000000,24.209999084472656,-385370,3265940
A005930,samsung,KOSPI,20070928,14300,14500,13660,13800,1569605,21766000000,64204000,886015000000,24.889999389648438,-576645,2689295
A005930,samsung,KOSPI,20071001,13960,14000,13420,13500,1447575,19728000000,64204000,866754000000,25.270000457763672,-714475,1974820
A005930,samsung,KOSPI,20071002,13820,14240,13740,14100,1882395,26278000000,64204000,905276000000,25.829999923706055,-483580,1491240
A005930,samsung,KOSPI,20071004,13980,14160,13620,14000,1378450,19200000000,64204000,898856000000,26.239999771118164,-377820,1113420
A005930,samsung,KOSPI,20071005,14100,14460,14020,14060,1031950,14679000000,64204000,902708000000,26.469999313354492,-91520,1021900
A005930,samsung,KOSPI,20071008,14320,14660,14020,14500,1165580,16851000000,64204000,930958000000,27.06999969482422,74700,1096600
A005930,samsung,KOSPI,20071009,14720,15540,14720,15520,2426740,36769000000,64204000,996446000000,27.6200008392334,319205,1415805
A005930,samsung,KOSPI,20071010,15780,15800,15240,15540,1225615,18999000000,64239000,998274000000,27.90999984741211,-55615,1360190
A005930,samsung,KOSPI,20071011,15360,15600,14960,15240,1240600,18821000000,64239000,979002000000,28.0,-316070,1044120
A005930,samsung,KOSPI,20071012,14700,15100,14540,14920,1121080,16541000000,64239000,958445000000,28.40999984741211,-416565,627555
A005930,samsung,KOSPI,20071015,15200,15300,14960,15020,725900,10952000000,64239000,964869000000,28.450000762939453,-39270,588285
A005930,samsung,KOSPI,20071016,14920,15900,14740,15400,992190,15226000000,64239000,989280000000,28.690000534057617,11185,599470
A005930,samsung,KOSPI,20071017,15540,15820,14420,15000,1218720,18209000000,64239000,963585000000,28.860000610351562,-101020,498450
A005930,samsung,KOSPI,20071018,15020,15180,14600,14900,876110,13037000000,64239000,957161000000,29.229999542236328,-279430,219020
A005930,samsung,KOSPI,20071019,14780,15740,14780,15340,1264360,19474000000,64239000,985426000000,29.510000228881836,121035,340055
A005930,samsung,KOSPI,20071022,14800,15940,14700,15660,1634880,25255000000,64239000,1005982000000,29.59000015258789,212595,552650
A005930,samsung,KOSPI,20071023,16000,16000,15460,15600,1036135,16212000000,64239000,1002128000000,29.65999984741211,-33010,519640
A005930,samsung,KOSPI,20071024,15980,17140,15700,15700,3047925,50195000000,64239000,1008552000000,29.1200008392334,412975,932615
A005930,samsung,KOSPI,20071025,16180,16800,16100,16800,1464380,24118000000,64239000,1079215000000,29.56999969482422,142790,1075405
A005930,samsung,KOSPI,20071026,17180,17540,16520,17220,1846590,31485000000,64239000,1106195000000,29.440000534057617,191805,1267210
A005930,samsung,KOSPI,20071029,17420,17460,16620,16780,992140,16784000000,64239000,1077930000000,29.34000015258789,-161085,1106125
A005930,samsung,KOSPI,20071030,16720,16880,16000,16180,1171895,18961000000,64239000,1039387000000,29.56999969482422,-342350,763775
A005930,samsung,KOSPI,20071031,16200,16620,16020,16240,545540,8874000000,64239000,1043241000000,29.600000381469727,-97145,666630
A005930,samsung,KOSPI,20071101,16460,16540,15540,15680,1019570,16104000000,64239000,1007267000000,29.729999542236328,-339370,327260
A005930,samsung,KOSPI,20071102,15400,16260,15300,16060,886250,14135000000,64239000,1031678000000,29.959999084472656,-6095,321165
A005930,samsung,KOSPI,20071105,16140,16900,16120,16420,824925,13583000000,64239000,1054804000000,30.1200008392334,8840,330005
A005930,samsung,KOSPI,20071106,17300,17400,15980,16340,2320480,38523000000,64239000,1049665000000,30.3799991607666,-477565,-147560
A005930,samsung,KOSPI,20071107,16900,16940,16000,16020,1665185,27192000000,64239000,1029108000000,30.489999771118164,-278555,-426115
A005930,samsung,KOSPI,20071108,15660,15960,15160,15400,1113365,17180000000,64344000,990897000000,30.479999542236328,-246095,-672210
A005930,samsung,KOSPI,20071109,15400,15640,14720,14920,893610,13489000000,64344000,960012000000,30.690000534057617,-249060,-921270
A005930,samsung,KOSPI,20071112,14600,14880,13760,14500,1522590,21764000000,64344000,932988000000,31.770000457763672,-595865,-1517135
A005930,samsung,KOSPI,20071113,14360,15000,14200,15000,981340,14385000000,64344000,965160000000,32.02000045776367,-55740,-1572875
A005930,samsung,KOSPI,20071114,15420,15580,14920,14940,749095,11404000000,64344000,961299000000,32.16999816894531,101110,-1471765
A005930,samsung,KOSPI,20071115,15000,15040,14200,14340,1070065,15356000000,64344000,922692000000,31.790000915527344,-118500,-1590265
A005930,samsung,KOSPI,20071116,14340,14380,13680,14380,842390,11766000000,64344000,925266000000,32.150001525878906,-221440,-1811705
A005930,samsung,KOSPI,20071119,14500,15480,14480,15200,1430665,21491000000,64344000,978028000000,32.630001068115234,193100,-1618605
A005930,samsung,KOSPI,20071120,14960,15500,14720,15200,950870,14329000000,64344000,978028000000,32.650001525878906,-3760,-1622365
A005930,samsung,KOSPI,20071121,15320,15920,15000,15340,1784925,27763000000,64344000,987036000000,33.4900016784668,-19805,-1642170
A005930,samsung,KOSPI,20071122,15340,15740,15160,15560,777215,11989000000,64344000,1001192000000,33.439998626708984,87195,-1554975
A005930,samsung,KOSPI,20071123,15700,15860,15200,15560,1177420,18301000000,64344000,1001192000000,33.369998931884766,219565,-1335410
A005930,samsung,KOSPI,20071126,15780,15960,15480,15960,660435,10411000000,64344000,1026930000000,33.2599983215332,94795,-1240615
A005930,samsung,KOSPI,20071127,15660,17160,15620,17000,1999285,33329000000,64344000,1093848000000,33.47999954223633,573130,-667485
A005930,samsung,KOSPI,20071128,17180,17720,16620,17200,1350870,23360000000,64344000,1106716000000,33.52000045776367,385515,-281970
A005930,samsung,KOSPI,20071129,17580,17980,17200,17900,1465225,25963000000,64344000,1151757000000,33.459999084472656,643840,361870
A005930,samsung,KOSPI,20071130,17900,18120,17300,17300,1443905,25273000000,64344000,1113151000000,32.95000076293945,319515,681385
A005930,samsung,KOSPI,20071203,17320,17900,17080,17880,661860,11583000000,64344000,1150470000000,32.9900016784668,109730,791115
A005930,samsung,KOSPI,20071204,17840,18280,17700,18100,912200,16442000000,64344000,1164626000000,32.93000030517578,248070,1039185
A005930,samsung,KOSPI,20071205,18120,18320,17880,18120,624205,11281000000,64344000,1165913000000,32.959999084472656,68740,1107925
A005930,samsung,KOSPI,20071206,18200,18240,17520,17600,995555,17652000000,64344000,1132454000000,33.18000030517578,-88555,1019370
A005930,samsung,KOSPI,20071207,17600,18440,17280,17940,770085,13740000000,64344000,1154331000000,33.279998779296875,81980,1101350
A005930,samsung,KOSPI,20071210,18000,18240,17680,17940,678660,12193000000,64364000,1154690000000,33.290000915527344,120025,1221375
A005930,samsung,KOSPI,20071211,18000,18040,17540,17940,953320,17092000000,64364000,1154690000000,33.2400016784668,14090,1235465
A005930,samsung,KOSPI,20071212,17620,17800,17540,17720,348865,6169000000,64364000,1140530000000,33.33000183105469,24030,1259495
A005930,samsung,KOSPI,20071213,17980,17980,17080,17200,730550,12648000000,64364000,1107060000000,32.939998626708984,12895,1272390
A005930,samsung,KOSPI,20071214,17300,17400,16660,16840,589165,10006000000,64364000,1083889000000,32.84000015258789,15620,1288010
A005930,samsung,KOSPI,20071217,17080,17080,16420,16420,388015,6497000000,64364000,1056856000000,32.790000915527344,84285,1372295
A005930,samsung,KOSPI,20071218,16060,16600,15880,16400,614720,10004000000,64364000,1055569000000,32.810001373291016,-127225,1245070
A005930,samsung,KOSPI,20071220,16400,16500,15540,15600,990550,15600000000,64364000,1004078000000,32.77000045776367,-158270,1086800
A005930,samsung,KOSPI,20071221,15620,16240,15600,15940,564480,9036000000,64364000,1025962000000,33.20000076293945,-200110,886690
A005930,samsung,KOSPI,20071224,16160,16300,15800,16020,443750,7109000000,64364000,1031111000000,33.290000915527344,-42430,844260
